Timestamp,Open,High,Low,Close,Volume,DLYQty,DLYPercentage
2020-01-01 00:00:00+05:30,368.0,379.25,366.0,377.65,11377167.0,1155555.0,10.16
2020-01-02 00:00:00+05:30,377.95,384.7,376.5,383.15,5919760.0,1072204.0,18.11
2020-01-03 00:00:00+05:30,382.7,384.35,379.2,382.5,3684824.0,1082913.0,29.39
2020-01-06 00:00:00+05:30,388.0,388.0,374.75,380.2,12482680.0,2245696.0,17.99
2020-01-07 00:00:00+05:30,384.05,389.75,382.4,384.8,8091465.0,3028819.0,37.43
2020-01-08 00:00:00+05:30,379.0,387.6,378.25,385.65,4620991.0,1442143.0,31.21
2020-01-09 00:00:00+05:30,389.15,394.0,386.05,391.8,4186783.0,1082332.0,25.85
2020-01-10 00:00:00+05:30,391.8,394.3,390.0,392.05,2405154.0,788775.0,32.8
2020-01-13 00:00:00+05:30,391.9,393.9,389.3,390.35,1516112.0,497886.0,32.84
2020-01-14 00:00:00+05:30,391.0,392.6,386.0,389.2,1963128.0,661362.0,33.69
2020-01-15 00:00:00+05:30,389.3,391.4,386.0,390.8,1536571.0,447618.0,29.13
2020-01-16 00:00:00+05:30,392.0,394.6,389.8,390.95,1340762.0,294794.0,21.99
2020-01-17 00:00:00+05:30,390.9,392.4,386.0,387.6,1644832.0,612360.0,37.23
2020-01-20 00:00:00+05:30,387.65,389.2,378.8,380.05,1760945.0,470153.0,26.7
2020-01-21 00:00:00+05:30,378.8,382.0,375.3,379.95,2005178.0,843545.0,42.07
2020-01-22 00:00:00+05:30,379.95,385.0,379.0,383.6,1817459.0,566400.0,31.16
2020-01-23 00:00:00+05:30,384.45,386.75,380.75,385.85,1202104.0,360665.0,30.0
2020-01-24 00:00:00+05:30,383.0,387.4,380.3,384.75,1572385.0,345643.0,21.98
2020-01-27 00:00:00+05:30,383.7,386.25,379.8,381.25,1076027.0,259566.0,24.12
2020-01-28 00:00:00+05:30,380.7,381.5,370.2,372.95,2220618.0,841792.0,37.91
2020-01-29 00:00:00+05:30,377.5,387.75,373.75,383.35,3588224.0,454883.0,12.68
2020-01-30 00:00:00+05:30,381.0,383.7,376.85,378.0,1526892.0,385344.0,25.24
2020-01-31 00:00:00+05:30,380.05,381.55,368.25,369.4,2912256.0,1073862.0,36.87
2020-02-01 00:00:00+05:30,369.8,371.4,360.65,362.3,1839534.0,237798.0,12.93
2020-02-03 00:00:00+05:30,364.0,370.0,355.5,367.35,2857926.0,773965.0,27.08
2020-02-04 00:00:00+05:30,370.1,376.0,366.35,372.5,3061868.0,767128.0,25.05
2020-02-05 00:00:00+05:30,372.0,372.5,361.1,366.6,3441871.0,769088.0,22.35
2020-02-06 00:00:00+05:30,370.0,373.2,367.65,370.2,4172547.0,2556457.0,61.27
2020-02-07 00:00:00+05:30,370.2,373.7,367.2,369.55,2197903.0,1058348.0,48.15
2020-02-10 00:00:00+05:30,370.05,373.45,366.15,368.25,1537598.0,509301.0,33.12
2020-02-11 00:00:00+05:30,370.5,378.4,369.05,374.2,2836917.0,1268390.0,44.71
2020-02-12 00:00:00+05:30,376.95,378.9,371.6,374.1,1873710.0,493372.0,26.33
2020-02-13 00:00:00+05:30,374.0,374.7,367.0,369.1,1602247.0,519533.0,32.43
2020-02-14 00:00:00+05:30,370.3,372.0,366.0,366.85,1012713.0,224958.0,22.21
2020-02-17 00:00:00+05:30,366.85,366.85,359.4,362.8,1979626.0,700597.0,35.39
2020-02-18 00:00:00+05:30,362.5,368.45,358.35,366.6,1693616.0,475921.0,28.1
2020-02-19 00:00:00+05:30,371.0,374.45,367.35,371.3,2057811.0,609775.0,29.63
2020-02-20 00:00:00+05:30,371.0,374.5,370.0,370.85,1799254.0,808140.0,44.92
2020-02-24 00:00:00+05:30,367.65,371.4,361.5,362.25,2070656.0,745818.0,36.02
2020-02-25 00:00:00+05:30,362.3,364.7,355.6,358.4,2530137.0,1108130.0,43.8
2020-02-26 00:00:00+05:30,356.9,362.5,352.9,358.4,4164401.0,2054053.0,49.32
2020-02-27 00:00:00+05:30,358.7,360.75,351.5,353.7,1977795.0,749911.0,37.92
2020-02-28 00:00:00+05:30,347.0,348.65,339.2,342.2,4299292.0,2037570.0,47.39
2020-03-02 00:00:00+05:30,346.1,351.05,338.3,340.65,2510491.0,1206740.0,48.07
2020-03-03 00:00:00+05:30,344.0,349.05,342.0,347.3,3671071.0,2201941.0,59.98
2020-03-04 00:00:00+05:30,347.8,349.8,339.9,345.95,3490806.0,1823815.0,52.25
2020-03-05 00:00:00+05:30,347.3,351.9,346.5,349.15,2709900.0,1088360.0,40.16
2020-03-06 00:00:00+05:30,339.8,343.2,331.25,341.4,3966036.0,1813690.0,45.73
2020-03-09 00:00:00+05:30,334.7,334.7,316.85,321.9,3230319.0,1024534.0,31.72
2020-03-11 00:00:00+05:30,322.8,326.35,316.2,320.2,5634636.0,3343698.0,59.34
2020-03-12 00:00:00+05:30,288.2,301.9,284.0,287.65,9895077.0,6082465.0,61.47
2020-03-13 00:00:00+05:30,260.0,300.7,232.0,292.75,21079070.0,13302073.0,63.11
2020-03-16 00:00:00+05:30,273.0,276.85,252.0,261.4,7727956.0,1720741.0,22.27
2020-03-17 00:00:00+05:30,265.0,283.35,265.0,267.15,9691227.0,4179471.0,43.13
2020-03-18 00:00:00+05:30,270.0,273.0,256.0,260.4,5581367.0,2323024.0,41.62
2020-03-19 00:00:00+05:30,248.0,264.15,241.0,258.35,8727962.0,3098794.0,35.5
2020-03-20 00:00:00+05:30,257.6,264.5,247.2,256.4,7028925.0,2620901.0,37.29
2020-03-23 00:00:00+05:30,235.0,235.8,203.0,207.8,5716818.0,2160081.0,37.78
2020-03-24 00:00:00+05:30,216.0,238.75,212.6,231.75,9694177.0,4380397.0,45.19
2020-03-25 00:00:00+05:30,222.3,266.5,222.3,255.6,11745146.0,5445585.0,46.36
2020-03-26 00:00:00+05:30,257.65,260.1,241.5,248.2,8701776.0,3331147.0,38.28
2020-03-27 00:00:00+05:30,259.0,259.6,244.0,251.3,4871655.0,2051327.0,42.11
2020-03-30 00:00:00+05:30,248.0,254.85,237.0,251.65,8946439.0,4473909.0,50.01
2020-03-31 00:00:00+05:30,255.0,259.6,247.05,251.3,6401288.0,2944373.0,46.0
2020-04-01 00:00:00+05:30,246.05,247.8,235.05,244.8,4034211.0,697312.0,17.28
2020-04-03 00:00:00+05:30,246.0,252.8,238.9,244.8,7210453.0,3270022.0,45.35
2020-04-07 00:00:00+05:30,254.2,255.85,245.6,248.1,7360798.0,3957416.0,53.76
