Timestamp,Open,High,Low,Close,Volume,DLYQty,DLYPercentage
2020-01-01 00:00:00+05:30,77.35,77.45,75.5,75.8,3501656.0,616494.0,17.61
2020-01-02 00:00:00+05:30,76.45,80.15,75.85,79.75,8177517.0,1817490.0,22.23
2020-01-03 00:00:00+05:30,79.55,80.3,77.05,78.1,5934025.0,1094644.0,18.45
2020-01-06 00:00:00+05:30,77.65,78.15,75.0,75.3,4605668.0,916849.0,19.91
2020-01-07 00:00:00+05:30,75.75,77.8,74.1,76.0,5837072.0,578907.0,9.92
2020-01-08 00:00:00+05:30,74.9,75.8,73.9,74.85,3709025.0,627361.0,16.91
2020-01-09 00:00:00+05:30,75.9,79.7,75.65,79.45,7627454.0,1359577.0,17.82
2020-01-10 00:00:00+05:30,79.75,81.8,78.4,81.05,8854675.0,1171607.0,13.23
2020-01-13 00:00:00+05:30,81.25,81.65,79.4,81.05,5766499.0,815301.0,14.14
2020-01-14 00:00:00+05:30,81.0,81.9,80.4,81.0,3692587.0,414780.0,11.23
2020-01-15 00:00:00+05:30,80.9,84.2,80.15,83.5,7468013.0,1283942.0,17.19
2020-01-16 00:00:00+05:30,83.4,84.2,82.1,82.8,4216367.0,668323.0,15.85
2020-01-17 00:00:00+05:30,83.0,83.8,82.15,82.65,3585855.0,729677.0,20.35
2020-01-20 00:00:00+05:30,82.7,83.75,80.05,80.95,5835701.0,1124550.0,19.27
2020-01-21 00:00:00+05:30,80.9,81.3,78.25,78.6,4060190.0,950112.0,23.4
2020-01-22 00:00:00+05:30,79.5,79.5,76.2,77.55,4994625.0,986090.0,19.74
2020-01-23 00:00:00+05:30,77.7,80.3,77.3,79.05,5141244.0,1283029.0,24.96
2020-01-24 00:00:00+05:30,79.35,80.45,78.55,78.85,3907448.0,1332924.0,34.11
2020-01-27 00:00:00+05:30,78.4,78.4,75.3,75.55,6189035.0,1979899.0,31.99
2020-01-28 00:00:00+05:30,76.1,76.5,73.5,74.15,5768455.0,1628314.0,28.23
2020-01-29 00:00:00+05:30,74.85,78.0,74.6,77.6,8841547.0,3335038.0,37.72
2020-01-30 00:00:00+05:30,80.0,80.3,76.55,77.6,14514808.0,5063180.0,34.88
2020-01-31 00:00:00+05:30,78.3,78.3,73.5,74.35,3813549.0,882459.0,23.14
2020-02-01 00:00:00+05:30,73.75,74.75,68.0,68.7,3694527.0,1354967.0,36.67
2020-02-03 00:00:00+05:30,67.9,69.7,66.5,68.3,3055386.0,531093.0,17.38
2020-02-04 00:00:00+05:30,69.15,70.5,67.8,68.95,3263375.0,907951.0,27.82
2020-02-05 00:00:00+05:30,69.5,75.8,69.3,75.4,6276331.0,1775185.0,28.28
2020-02-06 00:00:00+05:30,75.4,75.4,72.6,73.35,3488995.0,890482.0,25.52
2020-02-07 00:00:00+05:30,73.0,73.7,71.3,71.8,2206225.0,620439.0,28.12
2020-02-10 00:00:00+05:30,72.15,72.15,69.55,70.25,2024899.0,721945.0,35.65
2020-02-11 00:00:00+05:30,70.85,73.0,70.05,70.3,1999614.0,518503.0,25.93
2020-02-12 00:00:00+05:30,71.3,71.8,69.6,71.15,1703969.0,387304.0,22.73
2020-02-13 00:00:00+05:30,71.45,71.5,70.1,70.6,1117926.0,358079.0,32.03
