token,symbol,name
3608,AXISHCETF-EQ,AXISHCETF
2481,ONWARDTEC-EQ,ONWARDTEC
14552,PHOENIXLTD-EQ,PHOENIXLTD
1174,GNFC-EQ,GNFC
2792,EASEMYTRIP-EQ,EASEMYTRIP
15119,EDELWEISS-EQ,EDELWEISS
18822,ENDURANCE-EQ,ENDURANCE
9117,TIPSINDLTD-EQ,TIPSINDLTD
20788,MOTISONS-EQ,MOTISONS
7942,SILVERIETF-EQ,SILVERIETF
6445,TECHNOE-EQ,TECHNOE
29113,CARERATING-EQ,CARERATING
1153,GLAXO-EQ,GLAXO
29050,ZUARI-EQ,ZUARI
21062,INNOVACAP-EQ,INNOVACAP
100,ARE&M-EQ,ARE&M
11193,AXISILVER-EQ,AXISILVER
1164,NEWGEN-EQ,NEWGEN
10791,NUCLEUS-EQ,NUCLEUS
20092,TASTYBITE-EQ,TASTYBITE
10999,MARUTI-EQ,MARUTI
7390,SUPRIYA-EQ,SUPRIYA
2229,MODIRUBBER-EQ,MODIRUBBER
4299,STERTOOLS-EQ,STERTOOLS
2397,SANDHAR-EQ,SANDHAR
19015,MVGJL-EQ,MVGJL
18417,RISHABH-EQ,RISHABH
12384,ZIMLAB-EQ,ZIMLAB
11343,AFFLE-EQ,AFFLE
13740,SHYAMTEL-EQ,SHYAMTEL
21508,COCHINSHIP-EQ,COCHINSHIP
48,HAPPSTMNDS-EQ,HAPPSTMNDS
11532,ULTRACEMCO-EQ,ULTRACEMCO
13423,ELIN-EQ,ELIN
18889,KSL-EQ,KSL
13761,BBL-EQ,BBL
15355,RECLTD-EQ,RECLTD
3435,BBOX-EQ,BBOX
10453,SATIN-EQ,SATIN
10243,SYNGENE-EQ,SYNGENE
14245,TVSSRICHAK-EQ,TVSSRICHAK
11872,GRANULES-EQ,GRANULES
21362,SALASAR-EQ,SALASAR
8146,DEVIT-EQ,DEVIT
2708,PRAKASH-EQ,PRAKASH
20323,RESPONIND-EQ,RESPONIND
22488,NIFITETF-EQ,NIFITETF
11309,BALAXI-EQ,BALAXI
380,BBTC-EQ,BBTC
2263,BANDHANBNK-EQ,BANDHANBNK
15067,BLAL-EQ,BLAL
24538,MAITHANALL-EQ,MAITHANALL
25780,APLAPOLLO-EQ,APLAPOLLO
2431,RAILTEL-EQ,RAILTEL
14523,ICRA-EQ,ICRA
14813,ADSL-EQ,ADSL
357,NAM-INDIA-EQ,NAM-INDIA
13844,MMFL-EQ,MMFL
13580,RADIANTCMS-EQ,RADIANTCMS
12863,V1NSETEST-EQ,V1NSETEST
20063,SASTASUNDR-EQ,SASTASUNDR
13001,DHARMAJ-EQ,DHARMAJ
22233,DHUNINV-EQ,DHUNINV
14314,TTL-EQ,TTL
8167,MANYAVAR-EQ,MANYAVAR
1313,HARRMALAYA-EQ,HARRMALAYA
5428,TRIGYN-EQ,TRIGYN
24391,DELPHIFX-EQ,DELPHIFX
3912,KHAITANLTD-EQ,KHAITANLTD
6045,PASUPTAC-EQ,PASUPTAC
17700,LTGILTBEES-EQ,LTGILTBEES
13517,EMAMILTD-EQ,EMAMILTD
701,HEMIPROP-EQ,HEMIPROP
8696,VRLLOG-EQ,VRLLOG
2275,IRISDOREME-EQ,IRISDOREME
17758,SARDAEN-EQ,SARDAEN
15266,JKIL-EQ,JKIL
17738,YATHARTH-EQ,YATHARTH
13750,FLUOROCHEM-EQ,FLUOROCHEM
18026,SBFC-EQ,SBFC
5926,INTELLECT-EQ,INTELLECT
10825,MOVALUE-EQ,MOVALUE
15420,ACL-EQ,ACL
19020,JSWINFRA-EQ,JSWINFRA
20302,PRESTIGE-EQ,PRESTIGE
6422,MANORG-EQ,MANORG
11165,COFFEEDAY-EQ,COFFEEDAY
4410,JAGSNPHARM-EQ,JAGSNPHARM
10227,MANORAMA-EQ,MANORAMA
19447,CAPTRUST-EQ,CAPTRUST
1797,AWHCL-EQ,AWHCL
17778,ATL-EQ,ATL
3546,TTKPRESTIG-EQ,TTKPRESTIG
11435,SPANDANA-EQ,SPANDANA
14772,101NSETEST-EQ,101NSETEST
220,IEX-EQ,IEX
6302,APOLSINHOT-EQ,APOLSINHOT
21401,TATAGOLD-EQ,TATAGOLD
1726,JBCHEPHARM-EQ,JBCHEPHARM
18143,JIOFIN-EQ,JIOFIN
3063,VEDL-EQ,VEDL
23056,JGCHEM-EQ,JGCHEM
8119,RPSGVENT-EQ,RPSGVENT
28913,ROSSELLIND-EQ,ROSSELLIND
11457,NV20-EQ,NV20
11667,DWARKESH-EQ,DWARKESH
21794,DAVANGERE-EQ,DAVANGERE
8024,CINEVISTA-EQ,CINEVISTA
955,ESABINDIA-EQ,ESABINDIA
14843,VIPCLOTHNG-EQ,VIPCLOTHNG
13868,AARTIPHARM-EQ,AARTIPHARM
2144,BDL-EQ,BDL
2202,MIRCELECTR-EQ,MIRCELECTR
4204,MOTHERSON-EQ,MOTHERSON
25640,LICMFGOLD-EQ,LICMFGOLD
18321,LGBBROSLTD-EQ,LGBBROSLTD
3703,VIPIND-EQ,VIPIND
14786,LOWVOL-EQ,LOWVOL
10343,RADHIKAJWE-EQ,RADHIKAJWE
25468,PAISALO-EQ,PAISALO
13310,KEI-EQ,KEI
9260,ARROWGREEN-EQ,ARROWGREEN
22656,SIGNPOST-EQ,SIGNPOST
6227,DTIL-EQ,DTIL
9039,UFO-EQ,UFO
2614,HERANBA-EQ,HERANBA
17651,POKARNA-EQ,POKARNA
4898,FDC-EQ,FDC
13592,HOVS-EQ,HOVS
21001,PSB-EQ,PSB
10277,NGLFINE-EQ,NGLFINE
7242,METROBRAND-EQ,METROBRAND
18679,HPL-EQ,HPL
760,CGPOWER-EQ,CGPOWER
14755,041NSETEST-EQ,041NSETEST
14753,031NSETEST-EQ,031NSETEST
3744,FINEORG-EQ,FINEORG
7,AARTIIND-EQ,AARTIIND
3329,ISGEC-EQ,ISGEC
20072,INFRABEES-EQ,INFRABEES
20830,MOIL-EQ,MOIL
12026,RENUKA-EQ,RENUKA
17547,AMRUTANJAN-EQ,AMRUTANJAN
1594,INFY-EQ,INFY
15589,AVG-EQ,AVG
2535,PGHH-EQ,PGHH
21578,COMSYN-EQ,COMSYN
2837,RANASUG-EQ,RANASUG
245,ADL-EQ,ADL
17869,JSWENERGY-EQ,JSWENERGY
7227,MAPMYINDIA-EQ,MAPMYINDIA
31138,COMPUSOFT-EQ,COMPUSOFT
5306,FMCGIETF-EQ,FMCGIETF
5633,J&KBANK-EQ,J&KBANK
2809,RAJSREESUG-EQ,RAJSREESUG
20329,CGCL-EQ,CGCL
20534,GRAVITA-EQ,GRAVITA
958,ESCORTS-EQ,ESCORTS
1497,SHIVAMILLS-EQ,SHIVAMILLS
21174,CDSL-EQ,CDSL
27107,SPECIALITY-EQ,SPECIALITY
9408,RAINBOW-EQ,RAINBOW
30125,IBULHSGFIN-EQ,IBULHSGFIN
14180,NSLNISP-EQ,NSLNISP
10940,DIVISLAB-EQ,DIVISLAB
8003,SILVER-EQ,SILVER
12686,MBAPL-EQ,MBAPL
6863,BAJAJHCARE-EQ,BAJAJHCARE
5239,MAHAPEXLTD-EQ,MAHAPEXLTD
16959,ALKALI-EQ,ALKALI
8585,NLCINDIA-EQ,NLCINDIA
9576,MAHESHWARI-EQ,MAHESHWARI
11241,HDFCGROWTH-EQ,HDFCGROWTH
1448,HLVLTD-EQ,HLVLTD
11892,VHL-EQ,VHL
6417,KRITI-EQ,KRITI
19913,DMART-EQ,DMART
20152,ASKAUTOLTD-EQ,ASKAUTOLTD
6656,POLICYBZR-EQ,POLICYBZR
10948,STCINDIA-EQ,STCINDIA
371,BATAINDIA-EQ,BATAINDIA
16900,DPWIRES-EQ,DPWIRES
10619,HDFCNEXT50-EQ,HDFCNEXT50
3748,WEIZMANIND-EQ,WEIZMANIND
13061,360ONE-EQ,360ONE
1053,UFLEX-EQ,UFLEX
8828,GAEL-EQ,GAEL
8596,MSUMI-EQ,MSUMI
263,ATUL-EQ,ATUL
3482,CLSEL-EQ,CLSEL
7374,STAR-EQ,STAR
278,AUTOAXLES-EQ,AUTOAXLES
3237,JTEKTINDIA-EQ,JTEKTINDIA
14762,061NSETEST-EQ,061NSETEST
553,RELINFRA-EQ,RELINFRA
21541,JUBLINDS-EQ,JUBLINDS
17747,NIITMTS-EQ,NIITMTS
15283,KNRCON-EQ,KNRCON
1406,HINDPETRO-EQ,HINDPETRO
4421,CREDITACC-EQ,CREDITACC
17351,SALONA-EQ,SALONA
13451,RATNAMANI-EQ,RATNAMANI
11460,JPASSOCIAT-EQ,JPASSOCIAT
17945,SUVENPHAR-EQ,SUVENPHAR
17833,AHLUCONT-EQ,AHLUCONT
10457,ARVSMART-EQ,ARVSMART
14366,IDEA-EQ,IDEA
338,BALMLAWRIE-EQ,BALMLAWRIE
13796,MANALIPETC-EQ,MANALIPETC
5359,KRSNAA-EQ,KRSNAA
2463,MIDHANI-EQ,MIDHANI
15180,KIRLPNU-EQ,KIRLPNU
5938,MONTECARLO-EQ,MONTECARLO
1041,FINPIPE-EQ,FINPIPE
559,BSL-EQ,BSL
1521,INDIAGLYCO-EQ,INDIAGLYCO
13072,IIFLSEC-EQ,IIFLSEC
13689,SAH-EQ,SAH
6673,FOODSIN-EQ,FOODSIN
7852,INOXWIND-EQ,INOXWIND
11852,SURYALAXMI-EQ,SURYALAXMI
13810,GREENPANEL-EQ,GREENPANEL
1394,HINDUNILVR-EQ,HINDUNILVR
17069,UJJIVAN-EQ,UJJIVAN
13611,IRCTC-EQ,IRCTC
8077,MIDCAP-EQ,MIDCAP
19458,PLAZACABLE-EQ,PLAZACABLE
10637,OLECTRA-EQ,OLECTRA
3637,JUBLPHARMA-EQ,JUBLPHARMA
16845,LGBFORGE-EQ,LGBFORGE
13285,M&MFIN-EQ,M&MFIN
20314,NRAIL-EQ,NRAIL
25718,POLYMED-EQ,POLYMED
15288,HERCULES-EQ,HERCULES
11355,PTC-EQ,PTC
8954,TTML-EQ,TTML
7074,MAHKTECH-EQ,MAHKTECH
20160,CANTABIL-EQ,CANTABIL
7553,NRBBEARING-EQ,NRBBEARING
1919,KOPRAN-EQ,KOPRAN
10447,MCDOWELL-N-EQ,MCDOWELL-N
1964,TRENT-EQ,TRENT
5501,YUKEN-EQ,YUKEN
9362,CAMPUS-EQ,CAMPUS
14938,GSEC10YEAR-EQ,GSEC10YEAR
8479,TVSMOTOR-EQ,TVSMOTOR
1415,GLOBAL-EQ,GLOBAL
11006,LIQUIDBEES-EQ,LIQUIDBEES
19205,HEADSUP-EQ,HEADSUP
6803,STEELCAS-EQ,STEELCAS
193,ARVIND-EQ,ARVIND
15649,ATALREAL-EQ,ATALREAL
13756,SHIVAMAUTO-EQ,SHIVAMAUTO
8080,SILVERBEES-EQ,SILVERBEES
1190,FMGOETZE-EQ,FMGOETZE
15377,PDMJEPAPER-EQ,PDMJEPAPER
14912,KPRMILL-EQ,KPRMILL
18564,LTTS-EQ,LTTS
16253,EBBETF0430-EQ,EBBETF0430
1360,HIMATSEIDE-EQ,HIMATSEIDE
20936,KIRLOSENG-EQ,KIRLOSENG
1627,LINDEINDIA-EQ,LINDEINDIA
18118,THANGAMAYL-EQ,THANGAMAYL
17999,UNITEDTEA-EQ,UNITEDTEA
5631,PAR-EQ,PAR
13644,BANKETFADD-EQ,BANKETFADD
16675,BAJAJFINSV-EQ,BAJAJFINSV
6973,DMCC-EQ,DMCC
4116,HBSL-EQ,HBSL
9917,NEOGEN-EQ,NEOGEN
20616,SUPERHOUSE-EQ,SUPERHOUSE
5610,ASTRAZEN-EQ,ASTRAZEN
14947,MOTILALOFS-EQ,MOTILALOFS
11538,HDFCMOMENT-EQ,HDFCMOMENT
3186,SKFINDIA-EQ,SKFINDIA
10738,OFSS-EQ,OFSS
10859,DREAMFOLKS-EQ,DREAMFOLKS
3018,SAURASHCEM-EQ,SAURASHCEM
10406,STEELCITY-EQ,STEELCITY
14592,FORTIS-EQ,FORTIS
13226,GVKPIL-EQ,GVKPIL
13143,GSEC10IETF-EQ,GSEC10IETF
1044,AXISBNKETF-EQ,AXISBNKETF
14761,NELCAST-EQ,NELCAST
11452,CCL-EQ,CCL
15032,PSUBNKBEES-EQ,PSUBNKBEES
3127,BARBEQUE-EQ,BARBEQUE
703,DICIND-EQ,DICIND
9087,PIXTRANS-EQ,PIXTRANS
5264,PDSL-EQ,PDSL
22670,RPTECH-EQ,RPTECH
5162,TATVA-EQ,TATVA
1073,FOSECOIND-EQ,FOSECOIND
18644,DIAMINESQ-EQ,DIAMINESQ
381,SINTERCOM-EQ,SINTERCOM
20551,DOMS-EQ,DOMS
10576,NIFTYBEES-EQ,NIFTYBEES
20322,FEDFINA-EQ,FEDFINA
2496,ORIENTPPR-EQ,ORIENTPPR
13656,ALICON-EQ,ALICON
13577,VOLTAMP-EQ,VOLTAMP
19731,GPPL-EQ,GPPL
10300,RAMASTEEL-EQ,RAMASTEEL
19097,SILLYMONKS-EQ,SILLYMONKS
13409,GPIL-EQ,GPIL
13400,BHAGERIA-EQ,BHAGERIA
480,BIRLACORPN-EQ,BIRLACORPN
13643,ELECON-EQ,ELECON
15356,GOLDETFADD-EQ,GOLDETFADD
2442,NOCIL-EQ,NOCIL
1348,HEROMOTOCO-EQ,HEROMOTOCO
154,APCOTEXIND-EQ,APCOTEXIND
17875,GODREJPROP-EQ,GODREJPROP
21077,SURANASOL-EQ,SURANASOL
14174,IZMO-EQ,IZMO
3405,TATACHEM-EQ,TATACHEM
3718,VOLTAS-EQ,VOLTAS
9354,TAJGVK-EQ,TAJGVK
513,BOMDYEING-EQ,BOMDYEING
817,DCW-EQ,DCW
4684,SONACOMS-EQ,SONACOMS
3103,SHREECEM-EQ,SHREECEM
3002,WONDERLA-EQ,WONDERLA
10238,CONFIPET-EQ,CONFIPET
13414,RSYSTEMS-EQ,RSYSTEMS
14562,ZENITHSTL-EQ,ZENITHSTL
17397,PREMEXPLN-EQ,PREMEXPLN
6713,MOLDTKPAC-EQ,MOLDTKPAC
10580,TCI-EQ,TCI
5614,GANESHBE-EQ,GANESHBE
19196,TI-EQ,TI
4172,TCNSBRANDS-EQ,TCNSBRANDS
17145,AARTECH-EQ,AARTECH
2979,ORTINLAB-EQ,ORTINLAB
13121,KERNEX-EQ,KERNEX
18151,TVSSCS-EQ,TVSSCS
3518,TORNTPHARM-EQ,TORNTPHARM
23181,MOSMALL250-EQ,MOSMALL250
20547,BBNPPGOLD-EQ,BBNPPGOLD
937,ELGIEQUIP-EQ,ELGIEQUIP
395,BEML-EQ,BEML
11779,ACEINTEG-EQ,ACEINTEG
18608,ZAGGLE-EQ,ZAGGLE
19224,SENSEXETF-EQ,SENSEXETF
20159,ARIHANTSUP-EQ,ARIHANTSUP
27095,SWANENERGY-EQ,SWANENERGY
19931,ORISSAMINE-EQ,ORISSAMINE
15883,HINDWAREAP-EQ,HINDWAREAP
20223,CLEDUCATE-EQ,CLEDUCATE
3292,DEEPINDS-EQ,DEEPINDS
19937,KILITCH-EQ,KILITCH
275,AUROPHARMA-EQ,AUROPHARMA
14774,111NSETEST-EQ,111NSETEST
31258,NDL-EQ,NDL
11387,UMANGDAIRY-EQ,UMANGDAIRY
17764,REFEX-EQ,REFEX
11896,GEOJITFSL-EQ,GEOJITFSL
5449,CHEMPLASTS-EQ,CHEMPLASTS
757,CRISIL-EQ,CRISIL
19036,PODDARMENT-EQ,PODDARMENT
11630,NTPC-EQ,NTPC
21713,LASA-EQ,LASA
20321,SHANKARA-EQ,SHANKARA
11407,XPROINDIA-EQ,XPROINDIA
14296,SEQUENT-EQ,SEQUENT
8182,MOMOMENTUM-EQ,MOMOMENTUM
3339,SUNDARMFIN-EQ,SUNDARMFIN
10346,DGCONTENT-EQ,DGCONTENT
2435,CONSUMBEES-EQ,CONSUMBEES
19111,NBIFIN-EQ,NBIFIN
7177,RATEGAIN-EQ,RATEGAIN
1442,SANOFI-EQ,SANOFI
19279,THEJO-EQ,THEJO
22739,MON100-EQ,MON100
19640,ALPHAETF-EQ,ALPHAETF
2320,SMCGLOBAL-EQ,SMCGLOBAL
3389,AGARIND-EQ,AGARIND
4136,BIOFILCHEM-EQ,BIOFILCHEM
9592,VENUSPIPES-EQ,VENUSPIPES
14782,151NSETEST-EQ,151NSETEST
2124,MASTEK-EQ,MASTEK
11037,BANKIETF-EQ,BANKIETF
12153,BBTCL-EQ,BBTCL
8614,INDOBORAX-EQ,INDOBORAX
16921,20MICRONS-EQ,20MICRONS
6198,FCL-EQ,FCL
20642,JINDWORLD-EQ,JINDWORLD
1315,GALAXYSURF-EQ,GALAXYSURF
17704,QUESS-EQ,QUESS
2142,MFSL-EQ,MFSL
20413,IOLCP-EQ,IOLCP
5097,ZOMATO-EQ,ZOMATO
14687,GOACARBON-EQ,GOACARBON
5142,CIGNITITEC-EQ,CIGNITITEC
10485,RAMRAT-EQ,RAMRAT
1467,AKZOINDIA-EQ,AKZOINDIA
14932,ISMTLTD-EQ,ISMTLTD
20257,ESILVER-EQ,ESILVER
15404,ATAM-EQ,ATAM
4244,HDFCAMC-EQ,HDFCAMC
14758,051NSETEST-EQ,051NSETEST
2073,VTL-EQ,VTL
4693,SHYAMMETL-EQ,SHYAMMETL
23407,LIQUIDADD-EQ,LIQUIDADD
12841,11NSETEST-EQ,11NSETEST
9668,HIKAL-EQ,HIKAL
5352,EXXARO-EQ,EXXARO
17044,SHARIABEES-EQ,SHARIABEES
13771,AARVEEDEN-EQ,AARVEEDEN
3099,SHREDIGCEM-EQ,SHREDIGCEM
467,HDFCLIFE-EQ,HDFCLIFE
20293,TATATECH-EQ,TATATECH
21749,CAPACITE-EQ,CAPACITE
22722,LICNMID100-EQ,LICNMID100
11591,HDFCNIFTY-EQ,HDFCNIFTY
2354,KBCGLOBAL-EQ,KBCGLOBAL
20425,NACLIND-EQ,NACLIND
14957,MAGNUM-EQ,MAGNUM
17616,PSUBANKADD-EQ,PSUBANKADD
29598,REPCOHOME-EQ,REPCOHOME
9810,AETHER-EQ,AETHER
17187,CYIENTDLM-EQ,CYIENTDLM
3880,SOMANYCERA-EQ,SOMANYCERA
2331,JAYNECOIND-EQ,JAYNECOIND
4907,ENGINERSIN-EQ,ENGINERSIN
22433,HDFCNIFBAN-EQ,HDFCNIFBAN
4487,ALKYLAMINE-EQ,ALKYLAMINE
6994,BSOFT-EQ,BSOFT
11593,HDFCSENSEX-EQ,HDFCSENSEX
21501,SIS-EQ,SIS
4732,SKMEGGPROD-EQ,SKMEGGPROD
13920,PLASTIBLEN-EQ,PLASTIBLEN
20188,WABAG-EQ,WABAG
1328,MARINE-EQ,MARINE
11971,GOLDIAM-EQ,GOLDIAM
18252,SPAL-EQ,SPAL
16745,RBL-EQ,RBL
7169,MICEL-EQ,MICEL
11184,IDFCFIRSTB-EQ,IDFCFIRSTB
3150,SIEMENS-EQ,SIEMENS
24924,ELGIRUBCO-EQ,ELGIRUBCO
277,GICRE-EQ,GICRE
17272,SETFGOLD-EQ,SETFGOLD
17295,NAGAFERT-EQ,NAGAFERT
2649,PCBL-EQ,PCBL
1480,REPL-EQ,REPL
10634,ASAL-EQ,ASAL
1814,KPIL-EQ,KPIL
22521,NIF5GETF-EQ,NIF5GETF
22239,EBBETF0431-EQ,EBBETF0431
10159,ORICONENT-EQ,ORICONENT
4037,AUSOMENT-EQ,AUSOMENT
13528,GMRINFRA-EQ,GMRINFRA
1805,KABRAEXTRU-EQ,KABRAEXTRU
7145,ANANDRATHI-EQ,ANANDRATHI
936,DPABHUSHAN-EQ,DPABHUSHAN
4587,RAMCOIND-EQ,RAMCOIND
3384,SWARAJENG-EQ,SWARAJENG
7401,RAJESHEXPO-EQ,RAJESHEXPO
22930,PLATIND-EQ,PLATIND
3426,TATAPOWER-EQ,TATAPOWER
619,CENTENKA-EQ,CENTENKA
27067,VSSL-EQ,VSSL
11082,LIBAS-EQ,LIBAS
5168,SBIETFCON-EQ,SBIETFCON
9049,ROTO-EQ,ROTO
9756,EMUDHRA-EQ,EMUDHRA
20134,RAMKY-EQ,RAMKY
17659,UNIVPHOTO-EQ,UNIVPHOTO
18119,SRGHFL-EQ,SRGHFL
7965,MALLCOM-EQ,MALLCOM
3022,SDL26BEES-EQ,SDL26BEES
11987,ICIL-EQ,ICIL
16292,PANACHE-EQ,PANACHE
13565,RAMANEWS-EQ,RAMANEWS
12848,N1NSETEST-EQ,N1NSETEST
342,CAMS-EQ,CAMS
19876,LGHL-EQ,LGHL
2844,RANEHOLDIN-EQ,RANEHOLDIN
17053,HMAAGRO-EQ,HMAAGRO
438,BHEL-EQ,BHEL
3396,TAINWALCHM-EQ,TAINWALCHM
3045,SBIN-EQ,SBIN
21195,GTPL-EQ,GTPL
1660,ITC-EQ,ITC
13275,INDOTECH-EQ,INDOTECH
6848,GREENLAM-EQ,GREENLAM
136,ANDHRSUGAR-EQ,ANDHRSUGAR
15380,MANKIND-EQ,MANKIND
17263,ARMANFIN-EQ,ARMANFIN
21690,DIXON-EQ,DIXON
11220,VARDHACRLC-EQ,VARDHACRLC
1494,RBA-EQ,RBA
8998,MRO-TEK-EQ,MRO-TEK
1841,KCP-EQ,KCP
7196,BBETF0432-EQ,BBETF0432
1708,JAYBARMARU-EQ,JAYBARMARU
5606,INTLCONV-EQ,INTLCONV
14096,SIYSIL-EQ,SIYSIL
14068,SAGCEM-EQ,SAGCEM
13260,KEC-EQ,KEC
14618,CHEMBOND-EQ,CHEMBOND
18721,NUVAMA-EQ,NUVAMA
7979,MAKEINDIA-EQ,MAKEINDIA
7844,AUTOIETF-EQ,AUTOIETF
2705,PRAJIND-EQ,PRAJIND
15007,MANGCHEFER-EQ,MANGCHEFER
10753,UNIONBANK-EQ,UNIONBANK
5900,AXISBANK-EQ,AXISBANK
7982,GRWRHITECH-EQ,GRWRHITECH
11155,CREATIVE-EQ,CREATIVE
12749,DJML-EQ,DJML
6568,LAXMICOT-EQ,LAXMICOT
10440,LUPIN-EQ,LUPIN
15278,ONMOBILE-EQ,ONMOBILE
13794,BAIDFIN-EQ,BAIDFIN
14535,GOLDSHARE-EQ,GOLDSHARE
15342,SHALPAINTS-EQ,SHALPAINTS
12108,HDFCPVTBAN-EQ,HDFCPVTBAN
12009,IMPAL-EQ,IMPAL
11377,MAHABANK-EQ,MAHABANK
21131,TEJASNET-EQ,TEJASNET
4747,INDNIPPON-EQ,INDNIPPON
19265,BLISSGVS-EQ,BLISSGVS
1633,IPCALAB-EQ,IPCALAB
4378,SENSEXIETF-EQ,SENSEXIETF
17256,ALBERTDAVD-EQ,ALBERTDAVD
21392,MAGADSUGAR-EQ,MAGADSUGAR
16713,UBL-EQ,UBL
583,CANFINHOME-EQ,CANFINHOME
14582,SRHHYPOLTD-EQ,SRHHYPOLTD
22415,LOVABLE-EQ,LOVABLE
4843,SNOWMAN-EQ,SNOWMAN
739,COROMANDEL-EQ,COROMANDEL
8124,AJANTPHARM-EQ,AJANTPHARM
13288,AHL-EQ,AHL
1336,HEG-EQ,HEG
474,3MINDIA-EQ,3MINDIA
1139,GICHSGFIN-EQ,GICHSGFIN
11050,SIRCA-EQ,SIRCA
17541,DAMODARIND-EQ,DAMODARIND
11829,SSWL-EQ,SSWL
13976,TANLA-EQ,TANLA
15156,KALYANIFRG-EQ,KALYANIFRG
3088,INDOSTAR-EQ,INDOSTAR
14450,IBREALEST-EQ,IBREALEST
21957,INDTERRAIN-EQ,INDTERRAIN
1720,JAYSREETEA-EQ,JAYSREETEA
17939,HINDCOPPER-EQ,HINDCOPPER
13710,FIEMIND-EQ,FIEMIND
11445,PILANIINVS-EQ,PILANIINVS
3821,ZODIACLOTH-EQ,ZODIACLOTH
436,IFGLEXPOR-EQ,IFGLEXPOR
10905,GENESYS-EQ,GENESYS
12231,OCCL-EQ,OCCL
24196,VADILALIND-EQ,VADILALIND
12716,TEAMLEASE-EQ,TEAMLEASE
19585,BSE-EQ,BSE
14043,SARLAPOLY-EQ,SARLAPOLY
7835,WEL-EQ,WEL
14607,TGBHOTELS-EQ,TGBHOTELS
12032,FIVESTAR-EQ,FIVESTAR
14557,AROGRANITE-EQ,AROGRANITE
9356,MSTCLTD-EQ,MSTCLTD
15399,EIHAHOTELS-EQ,EIHAHOTELS
31415,NBCC-EQ,NBCC
489,ICEMAKE-EQ,ICEMAKE
3496,TIRUMALCHM-EQ,TIRUMALCHM
9168,UTISXN50-EQ,UTISXN50
13106,NAHARINDUS-EQ,NAHARINDUS
18049,MINDTECK-EQ,MINDTECK
14116,GANDHITUBE-EQ,GANDHITUBE
19113,UDS-EQ,UDS
11520,SECURCRED-EQ,SECURCRED
10939,JUNIORBEES-EQ,JUNIORBEES
22463,EPACK-EQ,EPACK
11536,TCS-EQ,TCS
6446,CONSUMIETF-EQ,CONSUMIETF
881,DRREDDY-EQ,DRREDDY
809,BSHSL-EQ,BSHSL
14064,ASMS-EQ,ASMS
350,BANARISUG-EQ,BANARISUG
772,DABUR-EQ,DABUR
17419,BANKETF-EQ,BANKETF
324,ANGELONE-EQ,ANGELONE
11794,SAKSOFT-EQ,SAKSOFT
14019,TIDEWATER-EQ,TIDEWATER
8342,GSEC5IETF-EQ,GSEC5IETF
21113,BFINVEST-EQ,BFINVEST
15085,SILVERETF-EQ,SILVERETF
5435,APTUS-EQ,APTUS
21959,NIFTYBETF-EQ,NIFTYBETF
18226,MANINFRA-EQ,MANINFRA
7412,ALPHA-EQ,ALPHA
25756,VIKASECO-EQ,VIKASECO
13725,DCBBANK-EQ,DCBBANK
10793,SYRMA-EQ,SYRMA
8304,PRITI-EQ,PRITI
6818,LATENTVIEW-EQ,LATENTVIEW
4055,PANACEABIO-EQ,PANACEABIO
14063,WANBURY-EQ,WANBURY
27008,HEXATRADEX-EQ,HEXATRADEX
5385,AAVAS-EQ,AAVAS
11253,WELSPUNLIV-EQ,WELSPUNLIV
5143,JAICORPLTD-EQ,JAICORPLTD
20822,SURAJEST-EQ,SURAJEST
10599,GUJGASLTD-EQ,GUJGASLTD
1570,GMMPFAUDLR-EQ,GMMPFAUDLR
17722,DEN-EQ,DEN
1289,GFLLIMITED-EQ,GFLLIMITED
17903,ABBOTINDIA-EQ,ABBOTINDIA
6543,GRPLTD-EQ,GRPLTD
14900,SAHYADRI-EQ,SAHYADRI
23142,PVSL-EQ,PVSL
18593,EMSLIMITED-EQ,EMSLIMITED
11743,JINDALPHOT-EQ,JINDALPHOT
811,DCMSHRIRAM-EQ,DCMSHRIRAM
19438,AHLEAST-EQ,AHLEAST
10676,MNC-EQ,MNC
2306,BESTAGRO-EQ,BESTAGRO
212,ASHOKLEY-EQ,ASHOKLEY
3021,SOTL-EQ,SOTL
19084,ITBEES-EQ,ITBEES
13536,VIDHIING-EQ,VIDHIING
17032,THYROCARE-EQ,THYROCARE
14567,BFUTILITIE-EQ,BFUTILITIE
22980,MUKKA-EQ,MUKKA
18011,WHIRLPOOL-EQ,WHIRLPOOL
1476,IDBI-EQ,IDBI
19933,EGOLD-EQ,EGOLD
2283,MRPL-EQ,MRPL
1333,HDFCBANK-EQ,HDFCBANK
3291,STARPAPER-EQ,STARPAPER
3626,HEALTHIETF-EQ,HEALTHIETF
9862,WEWIN-EQ,WEWIN
22255,NDRAUTO-EQ,NDRAUTO
13198,COMMOIETF-EQ,COMMOIETF
17922,GEEKAYWIRE-EQ,GEEKAYWIRE
17801,LLOYDSENGG-EQ,LLOYDSENGG
22663,JSFB-EQ,JSFB
7376,HPAL-EQ,HPAL
14008,AVTNPL-EQ,AVTNPL
20778,JAMNAAUTO-EQ,JAMNAAUTO
3010,AXISTECETF-EQ,AXISTECETF
11703,ALKEM-EQ,ALKEM
3327,SUDARSCHEM-EQ,SUDARSCHEM
22717,ENTERO-EQ,ENTERO
20956,SUNCLAY-EQ,SUNCLAY
