Timestamp,Open,High,Low,Close,Volume
2021-01-01 00:00:00+05:30,575.5,584.5,572.0,581.35,897067.0
2021-01-04 00:00:00+05:30,585.0,613.6,584.5,609.25,2593098.0
2021-01-05 00:00:00+05:30,609.1,624.45,603.3,616.0,2563490.0
2021-01-06 00:00:00+05:30,616.0,623.7,602.15,610.35,1426322.0
2021-01-07 00:00:00+05:30,615.0,646.3,612.0,643.3,2345391.0
2021-01-08 00:00:00+05:30,647.8,648.0,626.0,635.0,1843346.0
2021-01-11 00:00:00+05:30,637.0,638.85,620.75,624.05,1290678.0
2021-01-12 00:00:00+05:30,622.0,632.25,619.45,622.7,1598026.0
2021-01-13 00:00:00+05:30,629.1,629.1,605.0,612.95,1518652.0
2021-01-14 00:00:00+05:30,615.0,619.5,608.0,616.9,908966.0
2021-01-15 00:00:00+05:30,618.0,621.95,597.55,601.65,1241021.0
2021-01-18 00:00:00+05:30,601.7,604.6,583.35,590.95,1020253.0
2021-01-19 00:00:00+05:30,595.0,619.95,595.0,617.35,1363983.0
2021-01-20 00:00:00+05:30,621.0,622.9,612.05,618.35,1053225.0
2021-01-21 00:00:00+05:30,622.0,627.6,593.25,601.2,1388990.0
2021-01-22 00:00:00+05:30,604.2,620.9,598.2,615.85,1436691.0
2021-01-25 00:00:00+05:30,617.0,622.85,601.45,610.5,950873.0
2021-01-27 00:00:00+05:30,613.95,628.55,607.75,624.45,2875197.0
2021-01-28 00:00:00+05:30,620.0,640.0,614.55,637.1,2666538.0
2021-01-29 00:00:00+05:30,645.0,689.5,637.0,666.35,7381946.0
2021-02-01 00:00:00+05:30,664.9,737.0,654.25,730.0,4022302.0
2021-02-02 00:00:00+05:30,730.0,799.8,730.0,759.75,7495340.0
2021-02-03 00:00:00+05:30,762.0,780.0,748.05,763.7,1420512.0
2021-02-04 00:00:00+05:30,760.0,789.25,757.05,789.0,1371300.0
2021-02-05 00:00:00+05:30,780.0,794.8,777.85,786.0,1027257.0
2021-02-08 00:00:00+05:30,786.65,799.0,776.9,792.25,961411.0
2021-02-09 00:00:00+05:30,790.0,791.8,769.05,774.1,515082.0
2021-02-10 00:00:00+05:30,774.0,798.8,769.7,795.2,1190900.0
2021-02-11 00:00:00+05:30,799.3,807.9,772.1,773.75,1412291.0
2021-02-12 00:00:00+05:30,777.0,778.15,750.3,753.75,1112352.0
2021-02-15 00:00:00+05:30,759.7,764.9,746.65,761.35,716758.0
2021-02-16 00:00:00+05:30,768.5,776.3,761.55,767.4,1292743.0
2021-02-17 00:00:00+05:30,769.75,794.05,762.35,794.0,1332432.0
2021-02-18 00:00:00+05:30,798.0,805.0,765.95,772.5,2614384.0
2021-02-19 00:00:00+05:30,774.3,785.0,753.3,769.7,833064.0
2021-02-22 00:00:00+05:30,769.7,776.95,760.3,766.35,580035.0
2021-02-23 00:00:00+05:30,768.2,808.75,765.0,801.5,2415165.0
2021-02-24 00:00:00+05:30,810.5,815.0,780.05,792.8,1995672.0
