Timestamp,Open,High,Low,Close,Volume
2021-01-01 00:00:00+05:30,3839.0,3867.9,3817.85,3849.05,344089.0
2021-01-04 00:00:00+05:30,3853.0,3914.95,3849.0,3862.25,578003.0
2021-01-05 00:00:00+05:30,3858.25,3880.5,3804.05,3837.0,620459.0
2021-01-06 00:00:00+05:30,3847.0,3889.3,3815.55,3879.85,486170.0
2021-01-07 00:00:00+05:30,3890.0,3904.0,3791.0,3803.05,731145.0
2021-01-08 00:00:00+05:30,3819.0,3868.7,3810.1,3859.15,594069.0
2021-01-11 00:00:00+05:30,3884.9,3888.95,3805.5,3822.4,581200.0
2021-01-12 00:00:00+05:30,3822.95,3831.85,3741.0,3767.5,757781.0
2021-01-13 00:00:00+05:30,3788.5,3792.2,3675.75,3719.4,1142021.0
2021-01-14 00:00:00+05:30,3738.4,3740.0,3684.0,3724.7,826136.0
2021-01-15 00:00:00+05:30,3760.0,3762.8,3633.0,3644.8,1047782.0
2021-01-18 00:00:00+05:30,3640.0,3659.0,3551.0,3565.3,952413.0
2021-01-19 00:00:00+05:30,3576.0,3631.0,3555.2,3599.45,833992.0
2021-01-20 00:00:00+05:30,3630.0,3666.1,3597.05,3605.7,730009.0
2021-01-21 00:00:00+05:30,3650.0,3650.0,3590.0,3604.6,705876.0
2021-01-22 00:00:00+05:30,3604.6,3613.75,3530.0,3544.7,720113.0
2021-01-25 00:00:00+05:30,3562.0,3589.4,3481.7,3569.05,925773.0
2021-01-27 00:00:00+05:30,3594.9,3600.0,3469.9,3483.05,944816.0
2021-01-28 00:00:00+05:30,3460.0,3496.7,3410.0,3429.75,716810.0
2021-01-29 00:00:00+05:30,3450.0,3458.0,3360.1,3369.85,1015361.0
2021-02-01 00:00:00+05:30,3418.0,3520.0,3311.4,3463.6,997491.0
2021-02-02 00:00:00+05:30,3540.0,3567.7,3446.1,3548.6,1624453.0
2021-02-03 00:00:00+05:30,3590.0,3716.9,3561.25,3680.25,1693005.0
2021-02-04 00:00:00+05:30,3713.95,3724.75,3651.0,3671.8,908418.0
2021-02-05 00:00:00+05:30,3699.0,3859.8,3665.05,3822.45,2151868.0
2021-02-08 00:00:00+05:30,3799.0,3888.0,3650.0,3781.85,2743634.0
2021-02-09 00:00:00+05:30,3783.05,3841.25,3705.05,3722.75,1319278.0
