Timestamp,Open,High,Low,Close,Volume
2021-01-01 00:00:00+05:30,620.25,625.45,617.55,623.8,6045963.0
2021-01-04 00:00:00+05:30,627.8,633.0,621.3,624.7,14067234.0
2021-01-05 00:00:00+05:30,618.0,667.9,618.0,664.15,37970748.0
2021-01-06 00:00:00+05:30,662.0,667.15,649.15,654.25,20827173.0
2021-01-07 00:00:00+05:30,659.0,676.5,659.0,671.1,17885499.0
2021-01-08 00:00:00+05:30,678.0,678.85,668.5,672.7,12272794.0
2021-01-11 00:00:00+05:30,676.0,676.65,660.15,666.95,7926298.0
2021-01-12 00:00:00+05:30,661.3,685.0,659.25,675.7,13300585.0
2021-01-13 00:00:00+05:30,676.0,691.2,669.05,687.8,15645019.0
2021-01-14 00:00:00+05:30,678.5,687.8,674.65,676.0,9336446.0
2021-01-15 00:00:00+05:30,677.6,682.95,669.6,674.85,12337726.0
2021-01-18 00:00:00+05:30,674.45,675.0,651.15,652.0,13457949.0
2021-01-19 00:00:00+05:30,663.55,671.95,659.75,668.75,9008343.0
2021-01-20 00:00:00+05:30,664.0,680.95,664.0,675.75,9979473.0
2021-01-21 00:00:00+05:30,680.75,695.0,669.75,675.85,15842938.0
2021-01-22 00:00:00+05:30,670.0,673.9,638.8,644.5,21390148.0
2021-01-25 00:00:00+05:30,654.0,668.0,639.35,658.4,21322675.0
2021-01-27 00:00:00+05:30,659.95,663.8,627.4,632.1,24451835.0
2021-01-28 00:00:00+05:30,622.0,674.7,616.0,670.7,64302724.0
2021-01-29 00:00:00+05:30,671.0,675.85,653.0,662.9,31270814.0
2021-02-01 00:00:00+05:30,665.0,717.0,654.35,709.35,30636544.0
2021-02-02 00:00:00+05:30,719.25,744.95,704.2,714.2,28702807.0
2021-02-03 00:00:00+05:30,720.0,736.8,715.55,733.8,23538714.0
2021-02-04 00:00:00+05:30,730.0,745.5,720.6,743.0,20486979.0
2021-02-05 00:00:00+05:30,749.0,766.3,717.0,719.6,31117668.0
2021-02-08 00:00:00+05:30,726.0,747.8,726.0,736.15,15661331.0
2021-02-09 00:00:00+05:30,735.75,750.0,726.2,742.5,22307274.0
2021-02-10 00:00:00+05:30,741.55,746.4,726.1,734.8,15135825.0
2021-02-11 00:00:00+05:30,731.0,744.15,731.0,740.1,11897266.0
2021-02-12 00:00:00+05:30,735.5,754.7,734.55,750.4,15665497.0
2021-02-15 00:00:00+05:30,759.9,799.0,753.9,794.0,20645065.0
2021-02-16 00:00:00+05:30,799.0,799.0,767.0,776.55,23964571.0
2021-02-17 00:00:00+05:30,774.0,785.0,764.3,776.0,16954306.0
2021-02-18 00:00:00+05:30,775.0,782.0,764.0,775.95,19684202.0
2021-02-19 00:00:00+05:30,772.9,777.2,741.35,749.65,15634019.0
2021-02-22 00:00:00+05:30,749.65,749.85,715.0,719.45,18118356.0
2021-02-23 00:00:00+05:30,732.35,734.95,712.6,715.95,16803542.0
2021-02-24 00:00:00+05:30,722.35,754.9,722.0,749.4,10851328.0
2021-02-25 00:00:00+05:30,765.0,783.5,762.15,769.0,26625010.0
2021-02-26 00:00:00+05:30,746.0,758.7,718.65,724.8,31301173.0
2021-03-01 00:00:00+05:30,738.0,743.5,722.25,728.55,14299009.0
2021-03-02 00:00:00+05:30,730.45,740.5,722.0,731.25,14500943.0
2021-03-03 00:00:00+05:30,740.5,760.8,735.1,753.95,13596697.0
2021-03-04 00:00:00+05:30,731.1,751.45,731.1,736.8,16893130.0
2021-03-05 00:00:00+05:30,732.0,744.1,720.5,730.75,16358252.0
2021-03-08 00:00:00+05:30,735.0,752.5,732.0,743.3,13897309.0
2021-03-09 00:00:00+05:30,758.7,758.7,740.0,745.45,18947196.0
2021-03-10 00:00:00+05:30,750.5,765.7,749.15,760.75,13373480.0
2021-03-12 00:00:00+05:30,772.6,776.6,745.0,750.6,16340374.0
2021-03-15 00:00:00+05:30,754.0,754.0,716.65,744.4,22464182.0
2021-03-16 00:00:00+05:30,751.0,752.0,735.95,737.75,11354646.0
2021-03-17 00:00:00+05:30,739.0,742.0,724.7,727.9,12379651.0
2021-03-18 00:00:00+05:30,736.0,743.1,707.25,718.75,12258782.0
2021-03-19 00:00:00+05:30,709.0,729.35,703.5,726.25,20377270.0
2021-03-22 00:00:00+05:30,719.0,730.0,709.3,716.2,14800888.0
2021-03-23 00:00:00+05:30,718.0,739.5,714.1,730.55,15946922.0
2021-03-24 00:00:00+05:30,723.25,725.0,703.3,706.4,14377592.0
2021-03-25 00:00:00+05:30,709.5,710.9,680.0,694.6,21171578.0
2021-03-26 00:00:00+05:30,707.0,707.0,693.15,698.2,13137771.0
