Timestamp,Open,High,Low,Close,Volume
2021-01-01 00:00:00+05:30,427.5,440.33,423.63,437.68,1512142.0
2021-01-04 00:00:00+05:30,445.0,445.88,434.0,441.63,2693724.0
2021-01-05 00:00:00+05:30,444.78,445.0,436.25,442.33,1533304.0
2021-01-06 00:00:00+05:30,446.5,448.5,436.5,444.78,2616550.0
2021-01-07 00:00:00+05:30,446.98,450.0,440.58,444.0,1155794.0
2021-01-08 00:00:00+05:30,449.5,458.15,443.95,446.8,1975580.0
2021-01-11 00:00:00+05:30,450.43,452.25,436.75,449.73,1128786.0
2021-01-12 00:00:00+05:30,447.75,454.0,447.48,452.43,945394.0
2021-01-13 00:00:00+05:30,454.48,454.48,442.08,446.25,1460602.0
2021-01-14 00:00:00+05:30,448.2,465.75,448.2,457.0,2031400.0
2021-01-15 00:00:00+05:30,457.0,460.95,453.63,460.13,2823654.0
2021-01-18 00:00:00+05:30,460.5,461.98,440.0,444.68,3679398.0
2021-01-19 00:00:00+05:30,447.4,454.73,447.0,449.68,2697278.0
2021-01-20 00:00:00+05:30,452.48,465.13,446.08,460.18,1892468.0
2021-01-21 00:00:00+05:30,460.9,462.4,452.5,456.65,1954442.0
2021-01-22 00:00:00+05:30,456.8,457.18,440.55,448.3,1316030.0
2021-01-25 00:00:00+05:30,451.0,451.0,440.0,442.33,517856.0
2021-01-27 00:00:00+05:30,442.5,445.48,421.25,426.33,1131842.0
2021-01-28 00:00:00+05:30,433.0,438.5,422.5,434.9,612148.0
2021-01-29 00:00:00+05:30,440.0,443.93,431.3,436.25,2255772.0
2021-02-01 00:00:00+05:30,445.5,475.0,445.5,470.78,4617244.0
2021-02-02 00:00:00+05:30,475.23,499.5,467.53,480.35,2260392.0
2021-02-03 00:00:00+05:30,486.4,486.4,471.85,481.25,1622092.0
2021-02-04 00:00:00+05:30,484.48,489.5,470.78,482.48,1703740.0
2021-02-05 00:00:00+05:30,485.0,497.5,482.5,490.95,1494496.0
2021-02-08 00:00:00+05:30,494.85,522.5,493.75,516.18,1715290.0
2021-02-09 00:00:00+05:30,519.9,540.5,519.5,531.68,1642472.0
2021-02-10 00:00:00+05:30,537.0,557.4,528.93,549.5,2290110.0
2021-02-11 00:00:00+05:30,551.95,568.48,542.53,562.95,1413758.0
2021-02-12 00:00:00+05:30,562.5,562.95,527.75,549.65,1594098.0
2021-02-15 00:00:00+05:30,555.0,557.38,530.45,545.8,1182186.0
2021-02-16 00:00:00+05:30,544.5,564.0,537.65,546.38,910852.0
2021-02-17 00:00:00+05:30,546.38,556.13,540.5,549.05,788810.0
2021-02-18 00:00:00+05:30,549.25,577.2,545.73,567.4,2713438.0
2021-02-19 00:00:00+05:30,561.95,565.85,541.8,554.5,1107494.0
2021-02-22 00:00:00+05:30,554.5,564.0,524.0,537.43,924766.0
2021-02-23 00:00:00+05:30,535.5,561.6,535.5,559.23,1345590.0
2021-02-24 00:00:00+05:30,572.95,598.98,570.1,593.15,1143630.0
2021-02-25 00:00:00+05:30,598.5,603.5,579.03,583.35,1272568.0
2021-02-26 00:00:00+05:30,579.0,579.28,545.23,563.25,1706028.0
2021-03-01 00:00:00+05:30,569.0,582.53,563.8,574.23,1508314.0
2021-03-02 00:00:00+05:30,579.95,587.5,570.8,575.75,820394.0
2021-03-03 00:00:00+05:30,581.2,612.5,568.28,600.45,4157400.0
2021-03-04 00:00:00+05:30,593.83,645.0,588.4,634.0,4495046.0
2021-03-05 00:00:00+05:30,637.0,646.83,615.6,630.35,2766040.0
2021-03-08 00:00:00+05:30,637.2,645.0,621.45,632.03,1850242.0
2021-03-09 00:00:00+05:30,629.98,658.48,608.5,616.28,4797950.0
2021-03-10 00:00:00+05:30,627.0,634.0,601.4,626.63,2368024.0
2021-03-12 00:00:00+05:30,629.13,637.4,617.5,627.73,1606326.0
2021-03-15 00:00:00+05:30,624.98,625.85,589.5,594.28,2493444.0
2021-03-16 00:00:00+05:30,605.53,618.83,604.18,615.03,2241050.0
2021-03-17 00:00:00+05:30,614.5,614.5,582.18,584.93,1624500.0
2021-03-18 00:00:00+05:30,598.5,605.0,574.0,582.45,2016656.0
2021-03-19 00:00:00+05:30,562.0,611.18,562.0,598.88,1951116.0
2021-03-22 00:00:00+05:30,604.5,617.38,597.5,611.45,1516070.0
2021-03-23 00:00:00+05:30,617.5,635.95,610.18,622.65,2572168.0
2021-03-24 00:00:00+05:30,618.0,626.83,607.5,612.8,1545916.0
2021-03-25 00:00:00+05:30,614.98,614.98,567.55,575.25,2427582.0
2021-03-26 00:00:00+05:30,582.25,597.95,574.38,589.25,1737178.0
2021-03-30 00:00:00+05:30,599.98,677.2,582.5,649.45,15301260.0
2021-03-31 00:00:00+05:30,640.0,641.53,608.23,613.93,3861914.0
2021-04-01 00:00:00+05:30,625.0,639.0,607.5,633.95,2174106.0
2021-04-05 00:00:00+05:30,631.0,632.0,608.53,614.25,1744942.0
2021-04-06 00:00:00+05:30,615.5,627.0,600.63,611.55,1312928.0
2021-04-07 00:00:00+05:30,611.53,628.73,600.08,616.58,1649224.0
2021-04-08 00:00:00+05:30,619.48,632.5,617.0,625.95,1928416.0
2021-04-09 00:00:00+05:30,625.0,625.0,585.03,587.25,3644778.0
2021-04-12 00:00:00+05:30,576.5,576.5,512.73,538.25,4781980.0
2021-04-13 00:00:00+05:30,538.25,552.95,517.43,540.4,4907432.0
2021-04-15 00:00:00+05:30,540.4,552.0,520.0,527.73,4665216.0
2021-04-16 00:00:00+05:30,530.0,549.75,530.0,538.55,2265092.0
2021-04-19 00:00:00+05:30,517.5,517.5,486.65,507.93,4285190.0
2021-04-20 00:00:00+05:30,512.5,527.5,510.0,520.65,2956612.0
2021-04-22 00:00:00+05:30,505.0,554.48,502.5,547.23,3457122.0
2021-04-23 00:00:00+05:30,544.93,564.25,526.65,537.75,4514366.0
2021-04-26 00:00:00+05:30,540.5,548.0,522.5,525.75,4606752.0
2021-04-27 00:00:00+05:30,524.98,548.48,519.0,542.9,3171274.0
2021-04-28 00:00:00+05:30,547.5,579.5,535.83,574.4,4286394.0
2021-04-29 00:00:00+05:30,572.5,586.0,557.5,562.25,5227672.0
2021-04-30 00:00:00+05:30,536.0,542.0,497.53,502.15,13914750.0
2021-05-03 00:00:00+05:30,474.5,475.0,457.13,462.03,13918522.0
2021-05-04 00:00:00+05:30,470.0,478.73,456.3,457.75,7028910.0
2021-05-05 00:00:00+05:30,465.0,476.23,455.0,471.03,9157548.0
2021-05-06 00:00:00+05:30,475.5,486.0,467.38,478.48,4708810.0
2021-05-07 00:00:00+05:30,472.5,476.63,462.45,464.43,3623924.0
2021-05-10 00:00:00+05:30,472.0,475.45,467.5,473.38,2393210.0
2021-05-11 00:00:00+05:30,467.0,489.08,465.25,484.88,3751410.0
2021-05-12 00:00:00+05:30,480.0,482.5,473.45,477.38,2541974.0
2021-05-14 00:00:00+05:30,482.5,486.75,470.58,473.38,2055776.0
2021-05-17 00:00:00+05:30,477.25,477.25,464.25,471.05,3407218.0
2021-05-18 00:00:00+05:30,478.0,495.28,475.55,493.3,4482588.0
2021-05-19 00:00:00+05:30,492.5,498.93,485.5,491.73,2724008.0
2021-05-20 00:00:00+05:30,490.0,494.68,479.28,480.05,2374412.0
2021-05-21 00:00:00+05:30,480.05,494.48,480.03,490.25,2339704.0
2021-05-24 00:00:00+05:30,492.5,494.93,485.13,489.2,1664390.0
2021-05-25 00:00:00+05:30,491.5,491.95,480.15,481.9,1440724.0
2021-05-26 00:00:00+05:30,485.0,486.5,476.0,481.53,2072998.0
2021-05-27 00:00:00+05:30,484.0,497.0,482.08,491.15,3055092.0
2021-05-28 00:00:00+05:30,495.0,504.0,491.0,497.73,4036076.0
2021-05-31 00:00:00+05:30,499.38,500.0,489.83,494.28,1483674.0
2021-06-01 00:00:00+05:30,495.0,497.4,488.0,494.55,1087324.0
2021-06-02 00:00:00+05:30,493.5,507.48,492.53,504.9,1214768.0
2021-06-03 00:00:00+05:30,510.0,512.2,499.2,503.35,1496266.0
2021-06-04 00:00:00+05:30,503.0,510.15,498.7,500.98,1394052.0
2021-06-07 00:00:00+05:30,504.4,514.93,503.0,511.05,1192896.0
2021-06-08 00:00:00+05:30,514.5,514.55,501.53,503.78,959358.0
2021-06-09 00:00:00+05:30,503.4,510.0,490.63,497.9,1984592.0
2021-06-10 00:00:00+05:30,500.0,500.63,490.0,496.28,1555710.0
2021-06-11 00:00:00+05:30,498.0,531.85,498.0,523.03,7105688.0
2021-06-14 00:00:00+05:30,525.0,539.75,505.78,535.0,4978312.0
2021-06-15 00:00:00+05:30,539.83,543.8,528.65,530.68,2131360.0
2021-06-16 00:00:00+05:30,532.0,532.6,518.1,520.25,985260.0
2021-06-17 00:00:00+05:30,514.0,528.18,503.68,513.15,2451212.0
2021-06-18 00:00:00+05:30,513.95,524.98,503.83,513.83,2959710.0
2021-06-21 00:00:00+05:30,508.98,530.85,502.38,526.7,2042136.0
2021-06-22 00:00:00+05:30,532.55,536.68,512.5,515.13,2402508.0
2021-06-23 00:00:00+05:30,516.58,523.58,507.25,508.58,1221118.0
2021-06-24 00:00:00+05:30,512.5,517.5,503.3,505.08,1929386.0
2021-06-25 00:00:00+05:30,509.78,520.15,508.1,517.8,1451910.0
2021-06-28 00:00:00+05:30,520.0,528.0,514.5,525.23,1324100.0
2021-06-29 00:00:00+05:30,526.75,542.78,520.0,538.65,4420136.0
2021-06-30 00:00:00+05:30,540.1,541.75,516.0,517.93,3223154.0
2021-07-01 00:00:00+05:30,521.0,522.45,510.03,511.33,1801982.0
2021-07-02 00:00:00+05:30,512.0,521.1,512.0,519.43,1452020.0
2021-07-05 00:00:00+05:30,522.48,523.75,510.88,515.18,1312836.0
2021-07-06 00:00:00+05:30,528.0,571.38,528.0,557.15,17155380.0
2021-07-07 00:00:00+05:30,554.5,566.5,545.5,562.5,3085508.0
2021-07-08 00:00:00+05:30,557.5,576.7,555.88,570.7,3931060.0
2021-07-09 00:00:00+05:30,570.5,600.0,565.73,597.35,6379062.0
2021-07-12 00:00:00+05:30,595.48,603.25,588.0,594.0,3577368.0
2021-07-13 00:00:00+05:30,598.0,601.0,589.03,590.85,1555932.0
2021-07-14 00:00:00+05:30,590.5,598.65,590.0,595.9,1123442.0
2021-07-15 00:00:00+05:30,596.0,630.0,595.25,624.2,3966354.0
2021-07-16 00:00:00+05:30,625.75,627.5,611.08,613.73,1111842.0
2021-07-19 00:00:00+05:30,609.95,617.75,588.0,604.23,1575676.0
