Timestamp,Open,High,Low,Close,Volume
2021-01-01 00:00:00+05:30,584.0,597.35,575.65,590.1,240423.0
2021-01-04 00:00:00+05:30,586.8,597.0,580.8,590.1,280632.0
2021-01-05 00:00:00+05:30,590.0,601.2,580.0,587.25,529057.0
2021-01-06 00:00:00+05:30,585.6,592.95,575.05,587.55,215034.0
2021-01-07 00:00:00+05:30,620.0,628.0,573.2,589.7,1728150.0
2021-01-08 00:00:00+05:30,591.0,604.8,585.4,590.5,558387.0
2021-01-11 00:00:00+05:30,592.2,601.0,583.45,585.55,436506.0
2021-01-12 00:00:00+05:30,585.55,602.0,577.45,595.15,514099.0
2021-01-13 00:00:00+05:30,597.8,600.0,566.3,580.3,743072.0
2021-01-14 00:00:00+05:30,581.7,585.8,576.05,579.35,156381.0
2021-01-15 00:00:00+05:30,580.05,582.2,554.05,559.6,404819.0
2021-01-18 00:00:00+05:30,563.0,569.85,539.6,554.7,512822.0
2021-01-19 00:00:00+05:30,563.2,589.0,560.3,583.7,410180.0
2021-01-20 00:00:00+05:30,585.8,587.35,571.7,582.35,284798.0
2021-01-21 00:00:00+05:30,585.0,586.85,568.0,569.8,292306.0
2021-01-22 00:00:00+05:30,569.9,575.85,561.65,567.45,228106.0
2021-01-25 00:00:00+05:30,600.0,601.0,545.3,550.75,1509785.0
2021-01-27 00:00:00+05:30,555.0,555.0,530.65,536.7,521582.0
2021-01-28 00:00:00+05:30,525.0,547.0,510.0,518.35,724452.0
2021-01-29 00:00:00+05:30,526.8,536.95,517.0,526.95,354567.0
2021-02-01 00:00:00+05:30,531.1,546.25,527.05,538.85,508513.0
2021-02-02 00:00:00+05:30,544.9,551.95,535.1,546.95,472697.0
2021-02-03 00:00:00+05:30,546.95,568.5,545.3,559.55,1114808.0
2021-02-04 00:00:00+05:30,560.0,577.0,552.35,575.0,365984.0
2021-02-05 00:00:00+05:30,576.5,584.2,561.25,574.0,298255.0
2021-02-08 00:00:00+05:30,574.2,577.9,553.65,574.45,375921.0
